name	value
Aufseß	287
Hollfeld	26
Plankenfels	140
Langweiler Wald	702
Lindenhardter Forst-Nordwest	836
Lindenhardter Forst-Südost	427
Mehlmeisel	98
Gesees	785
Hummeltal	832
Mistelbach	191
Glashütten	524
Mistelgau	143
Neubauer Forst-Nord	399
Pegnitz	245
Pottenstein	279
Prüll	184
Speichersdorf	571
Veldensteiner Forst	543
Waidacher Forst	707
Waischenfeld	554
Warmensteinach	140
Warmensteinacher Forst-Nord	613
Emtmannsberg	907
Kirchenpingarten	334
Seybothenreuth	286
Weidenberg	831
Ainring	27
Anger	496
Bad Reichenhall	863
Bayerisch Gmain	647
Berchtesgaden	313
Bischofswiesen	111
Eck	31
Freilassing	189
Laufen	151
Marktschellenberg	298
Piding	537
Ramsau b. Berchtesgaden	419
Saaldorf-Surheim	24
Schönau a. Königssee	446
Schellenberger Forst	145
Schneizlreuth	366
Teisendorf	787
Arnschwang	117
Arrach	681
Bad Kötzting	281
Blaibach	213
Cham	24
Chamerau	793
Eschlkam	993
Falkenstein	148
Michelsneukirchen	341
Rettenbach	265
Furth im Wald	712
Grafenwiesen	736
Hohenwarth	995
Lam	175
Lohberg	365
Miltach	629
Neukirchen b. Hl. Blut	243
Pemfling	107
Rötz	745
Rimbach	824
Roding	281
Runding	558
Schönthal	679
Pösing	932
Stamsried	618
Treffelstein	655
Traitsching	85
Waffenbrunn	263
Reichenbach	242
Walderbach	722
Waldmünchen	693
Zell	260
Gleißenberg	448
Weiding	353
Willmering	576
Zandt	383
Coburg	412
Bad Rodach	63
Callenberger Forst-West	619
Dörfles-Esbach	70
Ebersdorf b. Coburg	317
Gellnhausen	905
Großheirath	3
Grub a. Forst	262
Niederfüllbach	262
Itzgrund	766
Köllnholz	224
Lautertal	635
Meeder	300
Neustadt b. Coburg	64
Rödental	262
Seßlach	641
Sonnefeld	945
Untersiemau	20
Weidhausen b. Coburg	473
Weitramsdorf	367
Altomünster	171
Bergkirchen	714
Dachau	459
Erdweg	964
Haimhausen	215
Hebertshausen	59
Hilgertshausen-Tandern	591
Karlsfeld	174
Markt Indersdorf	11
Odelzhausen	254
Pfaffenhofen a.d. Glonn	583
Sulzemoos	206
Petershausen	854
Röhrmoos	410
Schwabhausen	429
Vierkirchen	723
Weichs	280
Aholming	377
Auerbach	948
Bernried	491
Deggendorf	866
Grafling	908
Hengersberg	698
Iggensbach	879
Künzing	441
Grattersdorf	562
Hunding	956
Lalling	849
Schaufling	238
Metten	320
Buchhofen	839
Niederalteich	638
Oberpöring	94
Otzing	79
Wallerfing	212
Offenberg	621
Osterhofen	301
Plattling	243
Außernzell	229
Schöllnach	717
Stephansposching	277
Winzer	744
Bissingen	647
Buttenwiesen	752
Dillingen a.d. Donau	317
Bächingen a.d. Brenz	74
Gundelfingen a.d. Donau	712
Haunsheim	18
Medlingen	461
Blindheim	540
Finningen	139
Höchstädt a.d. Donau	452
Lutzingen	501
Aislingen	92
Glött	717
Holzheim	548
Lauingen (Donau)	866
Bachhagel	703
Syrgenstein	365
Zöschingen	553
Binswangen	291
Laugna	230
Villenbach	946
Wertingen	151
Zusamaltheim	649
Mödingen	652
Wittislingen	186
Ziertheim	730
Dingolfing	716
Eichendorf	33
Frontenhausen	550
Landau a.d. Isar	437
Loiching	212
Gottfrieding	833
Mamming	902
Marklkofen	598
Mengkofen	342
Moosthenning	507
Niederviehbach	237
Pilsting	356
Reisbach	113
Simbach	955
Wallersdorf	610
Asbach-Bäumenheim	505
Donauwörth	974
Dornstadt-Linkersbaindt	108
Esterholz	519
Fremdingen	499
Harburg (Schwaben)	568
Kaisheim	603
Möttingen	181
Marxheim	38
Mertingen	569
Buchdorf	22
Daiting	784
Monheim	821
Rögling	72
Tagmersheim	965
Nördlingen	815
Oberndorf a. Lech	606
Auhausen	777
Ehingen a. Ries	967
Hainsfarth	753
Megesheim	96
Munningen	714
Oettingen i. Bay.	548
Genderkingen	304
Münster	685
Niederschönenfeld	674
Rain	664
Alerheim	750
Amerdingen	892
Deiningen	574
Ederheim	29
Forheim	473
Hohenaltheim	720
Mönchsdeggingen	44
Reimlingen	875
Wechingen	557
Tapfheim	670
Maihingen	270
Marktoffingen	400
Wallerstein	683
Fünfstetten	584
Huisheim	899
Otting	253
Wemding	992
Wolferstadt	36
Aßling	140
Emmering	293
Frauenneuharting	302
Anzing	329
Anzinger Forst	18
Ebersberg	419
Ebersberger Forst	942
Eglhartinger Forst	925
Forstinning	519
Baiern	395
Bruck	818
Egmating	945
Glonn	693
Moosach	544
Oberpframmern	568
Grafing b. München	264
Hohenlinden	710
Kirchseeon	73
Markt Schwaben	197
Pliening	136
Poing	527
Steinhöring	52
Vaterstetten	838
Zorneding	990
Altmannstein	27
Beilngries	606
Buxheim	992
Dollnstein	312
Eichstätt	288
Pollenfeld	331
Schernfeld	335
Walting	933
Böhmfeld	882
Eitensheim	41
Gaimersheim	681
Großmehring	72
Haunstetter Forst	702
Hepberg	322
Hitzhofen	519
Kösching	662
Kinding	278
Kipfenberg	650
Lenting	489
Mörnsheim	185
Adelschlag	614
Egweil	753
Nassenfels	723
Mindelstetten	968
Oberdolling	311
Pförring	369
Titting	444
Wellheim	915
Wettstetten	631
Bockhorn	219
Dorfen	585
Erding	787
Finsing	781
Forstern	420
Fraunberg	210
Wörth	262
Walpertskirchen	853
Isen	511
Lengdorf	520
Moosinning	758
Eitting	62
Oberding	260
Neuching	227
Ottenhofen	512
Buch a. Buchrain	807
Pastetten	881
Sankt Wolfgang	689
Hohenpolding	556
Inning a. Holz	483
Kirchberg	262
Steinkirchen	643
Taufkirchen (Vils)	215
Berglern	849
Langenpreising	336
Wartenberg	303
Adelsdorf	940
Aurachtal	487
Baiersdorf	820
Birkach	938
Bubenreuth	889
Buckenhofer Forst	589
Dormitzer Forst	931
Eckental	13
Erlenstegener Forst	847
Forst Tennenlohe	531
Geschaidt	728
Höchstadt a.d. Aisch	713
Gremsdorf	443
Lonnerstadt	111
Vestenbergsgreuth	301
Großenseebach	28
Heßdorf	473
Hemhofen	805
Heroldsberg	886
Herzogenaurach	136
Kalchreuth	499
Kalchreuther Forst	939
Kraftshofer Forst	894
Möhrendorf	52
Mark	178
Neunhofer Forst	104
Röttenbach	449
Buckenhof	221
Marloffstein	127
Spardorf	525
Uttenreuth	965
Wachenroth	644
Weisendorf	639
Erlangen	616
Alling	826
Egenhofen	539
Eichenau	801
Fürstenfeldbruck	361
Germering	525
Gröbenzell	832
Grafrath	30
Kottgeisering	192
Schöngeising	860
Maisach	397
Althegnenberg	872
Jesenwang	345
Landsberied	524
Mammendorf	85
Mittelstetten	727
Oberschweinbach	129
Moorenweis	682
Olching	229
Puchheim	340
Türkenfeld	527
Fürth	467
Ammerndorf	646
Cadolzburg	689
Großhabersdorf	694
Langenzenn	870
Oberasbach	987
Obermichelbach	556
Tuchenbach	392
Puschendorf	786
Roßtal	489
Stein	708
Seukendorf	108
Veitsbronn	508
Wilhermsdorf	570
Zirndorf	324
Dormitz	751
Hetzles	995
Kleinsendelbach	787
Ebermannstadt	343
Unterleinleiter	709
Effeltrich	227
Poxdorf	819
Eggolsheim	902
Egloffstein	338
Gößweinstein	541
Kunreuth	374
Pinzberg	387
Wiesenthau	586
Gräfenberg	231
Hiltpoltstein	491
Weißenohe	325
Hallerndorf	241
Hausen	400
Heroldsbach	254
Igensdorf	866
Kirchehrenbach	679
Weilersbach	748
Langensendelbach	862
Neunkirchen a. Brand	727
Obertrubach	452
Pretzfeld	889
Wiesenttal	623
Allershausen	917
Paunzhausen	590
Au i.d. Hallertau	493
Eching	962
Fahrenzhausen	550
Freising	102
Hallbergmoos	658
Hohenkammer	644
Kirchdorf a.d. Amper	86
Kranzberg	238
Langenbach	808
Marzling	315
Gammelsdorf	396
Hörgertshausen	305
Mauern	79
Wang	123
Moosburg a.d. Isar	940
Nandlstadt	537
Neufahrn b. Freising	680
Rudelzhausen	736
Attenkirchen	742
Haag a.d. Amper	64
Wolfersdorf	139
Zolling	588
Annathaler Wald	101
Frauenberger und Duschlberger Wald	434
Freyung	324
Grainet	320
Graineter Wald	476
Haidmühle	905
Hinterschmiding	465
Philippsreut	136
Hohenau	357
Jandelsbrunn	708
Leopoldsreuter Wald	849
Mauth	711
Mauther Forst	856
Neureichenau	112
Neuschönau	775
Fürsteneck	591
Perlesreut	242
Philippsreuter Wald	298
Pleckensteiner Wald	44
Röhrnbach	347
Ringelai	488
Saldenburg	287
Sankt Oswald-Riedlhütte	73
Sankt Oswald	472
Eppenschlag	582
Innernzell	456
Schöfweg	358
Schönberg	538
Schönbrunner Wald	223
Schlichtenberger Wald	851
Spiegelau	271
Thurmansbang	576
Zenting	164
Waldhäuserwald	860
Waldkirchen	461
Bibertal	29
Burgau	70
Burtenbach	493
Ebershauser-Nattenhauser Wald	301
Günzburg	210
Dürrlauingen	231
Haldenwang	946
Landensberg	807
Röfingen	310
Ellzee	986
Ichenhausen	990
Jettingen-Scheppach	410
Bubesheim	100
Kötz	122
Kammeltal	579
Krumbach (Schwaben)	812
Aletshausen	889
Breitenthal	297
Deisenhausen	409
Ebershausen	61
Waltenhausen	610
Leipheim	689
Neuburg a.d. Kammel	996
Gundremmingen	989
Offingen	447
Balzhausen	710
Münsterhausen	418
Thannhausen	985
Ursberg	293
Winzerwald	210
Aichen	3
Ziemetshausen	653
Bad Kohlgrub	127
Ettaler Forst	417
Farchant	826
Garmisch-Partenkirchen	855
Grainau	237
Krün	570
Mittenwald	9
Murnau a. Staffelsee	392
Oberammergau	755
Oberau	887
Eschenlohe	716
Großweil	9
Ohlstadt	541
Schwaigen	146
Bad Bayersoien	170
Saulgrub	417
Riegsee	943
Seehausen a. Staffelsee	863
Spatzenhausen	175
Uffing a. Staffelsee	995
Ettal	669
Unterammergau	357
Wallgau	293
Breitbrunn	89
Ebelsbach	440
Kirchlauter	670
Stettfeld	294
Ebern	651
Pfarrweisach	689
Rentweinsdorf	605
Eltmann	118
Haßfurt	157
Aidhausen	940
Bundorf	312
Burgpreppach	109
Ermershausen	791
Hofheim i. UFr.	681
Riedbach	347
Königsberg i. Bay.	810
Knetzgau	679
Maroldsweisach	217
Oberaurach	18
Rauhenebrach	685
Sand a. Main	307
Gädheim	344
Theres	975
Wonfurt	624
Untermerzbach	950
Zeil a. Main	29
Hof	803
Bad Steben	32
Döhlau	944
Feilitzsch	662
Gattendorf	376
Töpen	265
Trogen	601
Forst Schwarzenbach a. Wald	795
Gerlaser Forst	624
Geroldsgrün	924
Geroldsgrüner Forst	351
Helmbrechts	886
Köditz	957
Konradsreuth	590
Issigau	732
Lichtenberg	267
Münchberg	977
Martinlamitzer Forst-Nord	239
Naila	110
Oberkotzau	47
Regnitzlosau	858
Rehau	13
Leupoldsgrün	183
Schauenstein	754
Schwarzenbach a. Wald	992
Schwarzenbach a.d. Saale	864
Selbitz	297
Sparneck	138
Weißdorf	991
Stammbach	636
Zell im Fichtelgebirge	840
Ingolstadt	317
Kaufbeuren	522
Abensberg	440
Bad Abbach	379
Dürnbucher Forst	73
Frauenforst	666
Hacklberg	964
Hienheimer Forst	891
Essing	831
Ihrlerstein	187
Kelheim	766
Herrngiersdorf	851
Langquaid	532
Mainburg	109
Aiglsbach	596
Attenhofen	688
Elsendorf	332
Volkenschwand	485
Neustadt a.d. Donau	595
Painten	646
Riedenburg	465
Rohr i. NB	449
Saal a.d. Donau	823
Teugn	835
Biburg	179
Kirchdorf	97
Siegenburg	584
Train	669
Wildenberg	643
Kempten (Allgäu)	938
Dettelbach	913
Geiselwind	372
Großlangheim	267
Kleinlangheim	616
Wiesenbronn	561
Iphofen	6
Markt Einersheim	717
Rödelsee	750
Willanzheim	737
Kitzingen	544
Albertshofen	366
Biebelried	924
Buchbrunn	443
Mainstockheim	982
Sulzfeld a. Main	368
Mainbernheim	515
Marktbreit	224
Marktsteft	456
Martinsheim	421
Obernbreit	900
Segnitz	833
Seinsheim	186
Prichsenstadt	845
Schwarzach a. Main	866
Nordheim a. Main	221
Sommerach	846
Volkach	173
Abtswind	800
Castell	990
Rüdenhausen	812
Wiesentheid	798
Birnbaum	570
Küps	280
Kronach	27
Langenbacher Forst	46
Ludwigsstadt	453
Marktrodach	528
Mitwitz	385
Schneckenlohe	637
Nordhalben	489
Pressig	788
Steinbach a. Wald	836
Steinwiesen	656
Stockheim	816
Tettau	648
Teuschnitz	579
Tschirn	193
Wallenfels	769
Weißenbrunn	816
Wilhelmsthal	593
Himmelkron	379
Kasendorf	753
Wonsees	171
Kulmbach	474
Mainleus	806
Grafengehaig	591
Marktleugast	974
Marktschorgast	583
Neudrossenfeld	244
Neuenmarkt	11
Presseck	875
Rugendorf	595
Stadtsteinach	815
Thurnau	732
Harsdorf	152
Ködnitz	80
Trebgast	37
Guttenberg	759
Kupferberg	186
Ludwigschorgast	910
Untersteinach	559
Wirsberg	121
Ammersee	29
Denklingen	716
Dießen am Ammersee	769
Egling a.d. Paar	428
Fuchstal	734
Unterdießen	997
Geltendorf	511
Hurlach	768
Igling	67
Obermeitingen	690
Kaufering	610
Landsberg am Lech	580
Pürgen	986
Schwifting	620
Penzing	305
Prittriching	363
Scheuring	92
Apfeldorf	180
Kinsau	591
Reichling	222
Rott	182
Thaining	371
Vilgertshofen	215
Eching am Ammersee	429
Greifenberg	443
Schondorf am Ammersee	868
Utting am Ammersee	498
Weil	539
Eresing	468
Finning	58
Windach	901
Landshut	507
Adlkofen	38
Altfraunhofen	981
Baierbach	269
Bodenkirchen	700
Buch a. Erlbach	106
Ergolding	253
Bayerbach b. Ergoldsbach	917
Ergoldsbach	279
Essenbach	544
Furth	741
Obersüßbach	19
Weihmichl	595
Geisenhausen	882
Aham	853
Gerzen	679
Kröning	120
Schalkham	145
Hohenthann	172
Kumhausen	461
Neufahrn i. NB	131
Niederaichbach	109
Pfeffenhausen	394
Rottenburg a.d. Laaber	907
Neufraunhofen	973
Velden	677
Wurmsham	155
Vilsbiburg	813
Vilsheim	639
Postau	26
Wörth a.d. Isar	189
Weng	998
Altenkunstadt	890
Bad Staffelstein	692
Breitengüßbacher Forst	672
Burgkunstadt	34
Ebensfeld	419
Hochstadt a. Main	513
Marktzeuln	617
Lichtenfels	722
Michelau i. OFr.	361
Neuensorger Forst	926
Marktgraitz	808
Redwitz a.d. Rodach	297
Weismain	508
Gestratz	854
Grünenbach	943
Maierhöfen	166
Röthenbach (Allgäu)	53
Bodolz	539
Heimenkirch	541
Hergatz	356
Lindau (Bodensee)	35
Lindenberg i. Allgäu	247
Nonnenhorn	796
Opfenbach	67
Scheidegg	330
Hergensweiler	278
Sigmarszell	704
Weißensberg	919
Oberreute	109
Stiefenhofen	598
Wasserburg (Bodensee)	319
Weiler-Simmerberg	290
Ampfing	913
Aschau a. Inn	217
Buchbach	417
Gars a. Inn	869
Unterreit	595
Haag i. OB	66
Heldenstein	302
Rattenkirchen	335
Jettenbach	566
Kraiburg a. Inn	980
Taufkirchen	369
Mühldorf a. Inn	325
Mühldorfer Hart	89
Maitenbeth	594
Rechtmehring	505
Mettenheim	37
Egglkofen	521
Neumarkt-Sankt Veit	824
Lohkirchen	954
Oberbergkirchen	748
Zangberg	634
Obertaufkirchen	907
Oberneukirchen	979
Polling	747
Reichertsheim	232
Erharting	508
Niederbergkirchen	7
Niedertaufkirchen	665
Schwindegg	97
Waldkraiburg	561
München	115
Aschheim	35
Aying	232
Baierbrunn	516
Brunnthal	950
Feldkirchen	177
Forstenrieder Park	412
Garching b. München	834
Gräfelfing	385
Grünwald	294
Grünwalder Forst	740
Grasbrunn	801
Höhenkirchen-Siegertsbrunn	64
Haar	877
Hohenbrunn	773
Ismaning	147
Kirchheim b. München	856
Neubiberg	933
Oberhaching	607
Oberschleißheim	309
Ottobrunn	64
Perlacher Forst	920
Planegg	63
Pullach i. Isartal	727
Putzbrunn	208
Sauerlach	406
Schäftlarn	20
Straßlach-Dingharting	114
Unterföhring	202
Unterhaching	818
Unterschleißheim	326
Arnstein	943
Burgjoß	121
Aura i. Sinngrund	475
Burgsinn	84
Fellen	539
Mittelsinn	356
Obersinn	78
Eußenheim	989
Fürstl. Löwenstein'scher Park	938
Forst Aura	153
Forst Lohrerstraße	753
Frammersbach	216
Frammersbacher Forst	663
Gemünden a. Main	600
Gössenheim	440
Gräfendorf	315
Karsbach	633
Haurain	787
Herrnwald	336
Karlstadt	811
Hasloch	326
Kreuzwertheim	387
Schollbrunn	661
Langenprozeltener Forst	948
Lohr a. Main	514
Neuendorf	253
Neustadt a. Main	793
Rechtenbach	761
Steinfeld	265
Marktheidenfeld	782
Bischbrunn	445
Erlenbach b. Marktheidenfeld	87
Esselbach	641
Hafenlohr	428
Karbach	120
Roden	909
Rothenfels	501
Urspringen	480
Partensteiner Forst	2
Neuhütten	56
Partenstein	882
Wiesthal	86
Rieneck	623
Ruppertshüttener Forst	525
Triefenstein	112
Himmelstadt	511
Retzstadt	334
Thüngen	127
Zellingen	970
Memmingen	420
Bad Wiessee	688
Bayrischzell	515
Fischbachau	335
Gmund a. Tegernsee	448
Hausham	68
Holzkirchen	646
Irschenberg	77
Kreuth	629
Miesbach	852
Otterfing	676
Rottach-Egern	841
Schliersee	374
Tegernsee	224
Valley	483
Waakirchen	163
Warngau	261
Weyarn	891
Amorbach	592
Collenberg	391
Dorfprozelten	592
Eichenbühl	265
Elsenfeld	356
Bürgstadt	501
Erlenbach a. Main	376
Eschau	398
Faulbach	831
Forstwald	624
Großheubach	91
Großwallstadt	904
Hohe Wart	828
Kirchzell	804
Kleinheubach	79
Rüdenau	265
Kleinwallstadt	266
Klingenberg a. Main	593
Leidersbach	266
Mömlingen	666
Mönchberg	941
Röllbach	854
Miltenberg	91
Niedernberg	789
Obernburg a. Main	395
Schneeberg	490
Altenbuch	378
Stadtprozelten	327
Sulzbach a. Main	48
Wörth a. Main	454
Weilbach	378
Altdorf b. Nürnberg	489
Behringersdorfer Forst	20
Brunn	415
Burgthann	123
Engelthaler Forst	6
Feucht	865
Feuchter Forst	934
Fischbach	511
Forsthof	583
Günthersbühler Forst	532
Haimendorfer Forst	135
Alfeld	506
Happurg	385
Engelthal	52
Henfenfeld	162
Offenhausen	253
Hersbruck	1
Kirchensittenbach	148
Lauf a.d. Pegnitz	598
Laufamholzer Forst	72
Leinburg	362
Neuhaus a.d. Pegnitz	806
Neunkirchen a. Sand	232
Ottensoos	903
Pommelsbrunn	248
Röthenbach a.d. Pegnitz	966
Rückersdorf	468
Rückersdorfer Forst	429
Reichenschwand	739
Schnaittach	614
Schwaig b. Nürnberg	822
Schwarzenbruck	662
Simmelsdorf	317
Hartenstein	220
Vorra	712
Winkelhaid	750
Zerzabelshofer Forst	992
Nürnberg	342
Altenstadt	609
Kellmünz a.d. Iller	635
Osterberg	347
Auwald	504
Bellenberg	356
Buch	335
Oberroth	156
Unterroth	478
Elchingen	287
Illertissen	35
Nersingen	20
Neu-Ulm	834
Oberroggenburger Wald	458
Pfaffenhofen a.d. Roth	392
Roggenburg	289
Senden	745
Stoffenrieder Forst	348
Unterroggenburger Wald	571
Weißenhorn	721
Aresing	570
Burgheim	249
Ehekirchen	499
Königsmoos	739
Karlshuld	462
Karlskron	841
Neuburg a.d. Donau	141
Bergheim	714
Rohrenfels	480
Oberhausen	677
Rennertshofen	288
Schrobenhausen	230
Berg im Gau	710
Brunnen	300
Gachenbach	196
Langenmosen	391
Waidhofen	14
Weichering	339
Berching	806
Berg b. Neumarkt i.d. OPf.	882
Breitenbrunn	795
Deining	244
Dietfurt a.d. Altmühl	715
Freystadt	412
Lauterhofen	572
Lupburg	794
Neumarkt i.d. OPf.	622
Berngau	740
Pilsach	442
Sengenthal	416
Parsberg	46
Postbauer-Heng	49
Pyrbaum	66
Seubersdorf i.d. OPf.	834
Velburg	397
Bad Windsheim	557
Burgbernheim	617
Gallmersgarten	441
Illesheim	743
Marktbergel	209
Burghaslach	218
Baudenbach	681
Diespeck	792
Gutenstetten	772
Münchsteinach	846
Dietersheim	221
Emskirchen	175
Hagenbüchach	90
Ipsheim	428
Markt Erlbach	332
Neuhof a.d. Zenn	470
Trautskirchen	442
Neustadt a.d. Aisch	130
Obernzenn	209
Osing	353
Langenfeld	312
Markt Bibart	387
Markt Taschendorf	719
Oberscheinfeld	334
Scheinfeld	437
Sugenheim	697
Dachsbach	345
Gerhardshofen	156
Uehlfeld	605
Ergersheim	734
Gollhofen	165
Hemmersheim	92
Ippesheim	471
Markt Nordheim	334
Oberickelsheim	173
Simmershofen	455
Uffenheim	410
Weigenheim	883
Altenstadt a.d. Waldnaab	876
Eschenbach i.d. OPf.	895
Neustadt am Kulm	930
Speinshart	779
Eslarn	479
Floß	547
Flossenbürg	828
Grafenwöhr	682
Kirchenthumbach	797
Schlammersdorf	124
Vorbach	400
Luhe-Wildenau	461
Mantel	243
Manteler Forst	599
Moosbach	663
Neustadt a.d. Waldnaab	614
Kirchendemenreuth	213
Püchersreuth	485
Parkstein	236
Störnstein	647
Theisseil	241
Georgenberg	734
Pleystein	637
Pressath	736
Schwarzenbach	25
Trabitz	639
Bechtsrieth	158
Irchenrieth	22
Pirk	678
Schirmitz	990
Speinsharter Forst	285
Leuchtenberg	215
Tännesberg	801
Vohenstrauß	282
Waidhaus	746
Waldthurn	654
Etzenricht	691
Weiherhammer	617
Windischeschenbach	510
Altusried	912
Bad Hindelang	364
Betzigau	15
Blaichach	406
Buchenberg	878
Burgberg i. Allgäu	780
Dietmannsried	957
Durach	936
Balderschwang	208
Bolsterlang	464
Fischen i. Allgäu	401
Obermaiselstein	703
Ofterschwang	586
Immenstadt i. Allgäu	283
Kempter Wald	566
Lauben	351
Oberstaufen	634
Oberstdorf	277
Oy-Mittelberg	865
Rettenberg	633
Sonthofen	452
Sulzberg	85
Waltenhofen	71
Missen-Wilhams	474
Weitnau	559
Wertach	610
Wiggensbach	226
Wildpoldsried	693
Aitrang	105
Bidingen	971
Biessenhofen	983
Ruderatshofen	68
Buchloe	529
Jengen	361
Lamerdingen	638
Waal	528
Baisweil	175
Eggenthal	361
Friesenried	209
Füssen	871
Germaringen	4
Halblech	601
Lechbruck am See	864
Marktoberdorf	305
Mauerstetten	248
Nesselwang	466
Günzach	634
Obergünzburg	393
Untrasried	125
Irsee	218
Pforzen	617
Pfronten	804
Rieden am Forggensee	764
Roßhaupten	703
Ronsberg	478
Schwangau	304
Eisenberg	825
Hopferau	588
Lengenwang	837
Rückholz	644
Seeg	266
Rettenbach a. Auerberg	648
Stötten a. Auerberg	924
Görisried	675
Kraftisried	335
Unterthingau	587
Kaltental	246
Oberostendorf	209
Osterzell	368
Stöttwang	104
Passau	365
Aicha vorm Wald	915
Aidenbach	209
Beutelsbach	503
Aldersbach	582
Büchlberg	298
Bad Füssing	521
Bad Griesbach i. Rottal	331
Breitenberg	819
Eging a. See	37
Fürstenstein	370
Fürstenzell	796
Haarbach	951
Hauzenberg	256
Hofkirchen	650
Hutthurm	116
Kößlarn	258
Kirchham	198
Neuburg a. Inn	497
Neuhaus a. Inn	190
Neukirchen vorm Wald	583
Obernzell	484
Ortenburg	806
Pocking	544
Malching	908
Rotthalmünster	349
Ruderting	151
Ruhstorf a.d. Rott	114
Salzweg	796
Sonnen	988
Tettenweis	815
Thyrnau	350
Tittling	70
Witzmannsberg	35
Untergriesbach	498
Vilshofen an der Donau	993
Wegscheid	665
Windorf	369
Baar-Ebenhausen	928
Ernsgaden	334
Geisenfeld	715
Gerolsbach	127
Hohenwart	197
Hettenshausen	103
Ilmmünster	37
Jetzendorf	480
Münchsmünster	685
Manching	317
Pfaffenhofen a.d. Ilm	246
Reichertshausen	177
Pörnbach	898
Reichertshofen	795
Rohrbach	929
Scheyern	245
Schweitenkirchen	728
Vohburg a.d. Donau	30
Wolnzach	759
Arnbruck	677
Böbrach	186
Bayerisch Eisenstein	141
Bischofsmais	704
Bodenmais	598
Drachselsried	950
Frauenau	942
Geiersthal	443
Kirchberg i. Wald	299
Kirchdorf i. Wald	842
Kollnburg	75
Langdorf	220
Lindberg	412
Patersdorf	496
Prackenbach	217
Regen	921
Rinchnach	415
Achslach	499
Gotteszell	290
Ruhmannsfelden	202
Zachenberg	142
Teisnach	213
Viechtach	850
Zwiesel	755
Regensburg	392
Alteglofsheim	423
Pfakofen	930
Barbing	611
Beratzhausen	2
Bernhardswald	398
Altenthann	263
Bach a.d. Donau	832
Donaustauf	928
Forstmühler Forst	460
Hagelstadt	33
Hemau	90
Köfering	633
Duggendorf	284
Holzheim a. Forst	609
Kallmünz	743
Kreuther Forst	834
Deuerling	714
Laaber	912
Lappersdorf	923
Mintraching	768
Neutraubling	672
Nittendorf	465
Obertraubling	100
Pentling	950
Pettendorf	161
Pfatter	685
Pielenhofen	888
Wolfsegg	905
Regenstauf	185
Aufhausen	102
Mötzing	904
Riekofen	410
Sünching	359
Schierling	815
Sinzing	749
Tegernheim	778
Thalmassing	681
Brennberg	66
Wörth a.d. Donau	834
Wenzenbach	117
Wiesent	699
Zeitlarn	303
Bad Königshofen i. Grabfeld	76
Aubstadt	39
Großbardorf	517
Höchheim	156
Herbstadt	411
Sulzdorf a.d. Lederhecke	121
Trappstadt	488
Bad Neustadt a.d. Saale	276
Burglauer	454
Hohenroth	493
Niederlauer	752
Rödelmaier	663
Salz	772
Schönau a.d. Brend	121
Strahlungen	529
Bastheim	904
Bischofsheim a.d. Rhön	652
Bundorfer Forst	230
Burgwallbacher Forst	161
Fladungen	448
Nordheim v.d. Rhön	948
Forst Schmalwasser-Nord	948
Forst Schmalwasser-Süd	572
Heustreu	171
Hollstadt	618
Unsleben	276
Wollbach	916
Mellrichstadter Forst	547
Hendungen	522
Mellrichstadt	563
Oberstreu	744
Oberelsbach	599
Ostheim v.d. Rhön	48
Sondheim v.d. Rhön	775
Willmars	668
Großeibstadt	818
Saal a.d. Saale	428
Wülfershausen a.d. Saale	298
Sandberg	538
Steinacher Forst r.d. Saale	166
Sulzfelder Forst	510
Weigler	885
Rosenheim	407
Amerang	287
Aschau i. Chiemgau	774
Babensham	866
Bad Aibling	587
Bad Endorf	761
Bad Feilnbach	701
Bernau a. Chiemsee	474
Brannenburg	744
Breitbrunn a. Chiemsee	389
Chiemsee	985
Gstadt a. Chiemsee	689
Bruckmühl	252
Edling	18
Eggstätt	838
Eiselfing	401
Feldkirchen-Westerham	464
Flintsbach a. Inn	402
Frasdorf	668
Griesstätt	616
Großkarolinenfeld	917
Höslwang	570
Halfing	181
Schonstett	28
Kiefersfelden	895
Kolbermoor	459
Neubeuern	992
Nußdorf a. Inn	973
Oberaudorf	531
Albaching	447
Pfaffing	410
Prien a. Chiemsee	520
Prutting	893
Raubling	501
Riedering	378
Rimsting	4
Ramerberg	2
Rott a. Inn	84
Rotter Forst-Nord	831
Rotter Forst-Süd	995
Söchtenau	2
Samerberg	319
Schechen	623
Soyen	798
Stephanskirchen	436
Tuntenhausen	908
Vogtareuth	388
Wasserburg a. Inn	120
Abenberg	941
Abenberger Wald	631
Allersberg	858
Büchenbach	790
Dechenwald	403
Forst Kleinschwarzenlohe	398
Georgensgmünd	365
Greding	832
Heideck	633
Heidenberg	769
Hilpoltstein	371
Kammerstein	245
Rednitzhembach	629
Rohr	526
Roth	631
Schwanstetten	556
Soos	985
Spalt	592
Thalmässing	155
Wendelstein	964
Arnstorf	757
Bad Birnbach	418
Bayerbach	433
Dietersburg	530
Eggenfelden	62
Egglham	656
Ering	139
Stubenberg	713
Falkenberg	311
Malgersdorf	700
Gangkofen	517
Hebertsfelden	503
Johanniskirchen	496
Julbach	127
Kirchdorf a. Inn	397
Geratskirchen	980
Massing	118
Mitterskirchen	834
Pfarrkirchen	102
Postmünster	55
Roßbach	744
Simbach a. Inn	419
Reut	164
Tann	230
Triftern	99
Unterdietfurt	689
Wittibreut	173
Wurmannsquick	915
