Gene	Value
AQP3	0.0554155635787876
AQP4	0.0216654418792355
AQP4-AS1	-0.0374646140497814
AQP5	0.0387997616830228
AQP6	-0.109913544272774
AQP7	-0.0278519054871259
AQP7P1	-0.0373077529822518
AQP7P3	-0.0121648064158039
AQP8	-0.1168488014696
AQP9	0.155508644015749
AQR	0.244307593892769
AR	0.219982050650441
ARAF	-0.151832447386318
ARAP1	-0.17164322825511
ARAP2	0.188368320965554
ARAP3	-0.00701283376044907
ARC	-0.0475533751131621
ARCN1	0.26369082348603
AREG	0.0133439569634755
AREL1	0.225546055672923
ARF1	-0.168839887095324
ARF3	-0.0329559040206567
ARF4	0.180148629724638
ARF5	-0.249839061474806
ARF6	0.131697773754734
ARFGAP1	-0.239813824038472
ARFGAP2	-0.293137937228949
ARFGAP3	0.237290972967746
ARFGEF1	0.319198000839821
ARFGEF2	0.250201018197686
ARFGEF3	0.219167604120484
ARFIP1	0.172627634778661
ARFIP2	-0.226581365318934
ARFRP1	-0.236743850051266
ARG1	0.0465907226307998
ARG2	0.087754386573873
ARGFX	-0.0410207042733294
ARGFXP2	0.176453370878694
ARGLU1	-0.0412983451751908
ARHGAP1	-0.000230975397554994
ARHGAP10	0.130610830707674
ARHGAP11A	0.00540014871536919
ARHGAP11B	0.0400840290519537
ARHGAP12	0.296681907099998
ARHGAP15	0.147866159769178
ARHGAP17	0.0690608234161576
ARHGAP18	0.164733602709965
ARHGAP19	0.133005116683417
ARHGAP20	0.259984594367294
ARHGAP21	0.231676654278226
ARHGAP22	-0.0630741394220702
ARHGAP23	0.0827083688799443
ARHGAP24	0.179453851192786
ARHGAP25	0.135340331235436
ARHGAP26	0.186236286145691
ARHGAP27	0.0225476850506786
ARHGAP27P1	-0.125802099460788
ARHGAP27P2	0.0163073455887985
ARHGAP28	0.282363479038187
ARHGAP29	0.24456465591369
ARHGAP30	0.124051252033341
ARHGAP31	0.248279529006372
ARHGAP32	0.162351433949344
ARHGAP33	-0.231498020542687
ARHGAP35	0.186037082374748
ARHGAP36	-0.0494051579733617
ARHGAP39	-1.20000118113797e-05
ARHGAP4	-0.161188014868805
ARHGAP42	0.208535279781223
ARHGAP44	0.156655684689146
ARHGAP45	-0.127294148778034
ARHGAP5	0.320154196971913
ARHGAP5-AS1	0.042753019651827
ARHGAP6	0.139297896366246
ARHGAP8	-0.131719096086405
ARHGAP9	0.0318922082472623
ARHGDIA	-0.329998740044038
ARHGDIB	0.113580869225361
ARHGDIG	-0.0363951739258931
ARHGEF1	-0.297625949953827
ARHGEF10	0.0304413835353285
ARHGEF10L	-0.137570647128258
ARHGEF11	-0.00209009338774692
ARHGEF12	0.272737577769598
ARHGEF15	-0.00587948646511672
ARHGEF16	-0.28708295401296
ARHGEF17	0.00609264215019767
ARHGEF18	-0.0852860088764911
ARHGEF19	-0.173002078753789
ARHGEF2	-0.0370983417041152
ARHGEF25	-0.147306793416584
ARHGEF26	0.0842628615245286
ARHGEF28	0.0867046610784034
ARHGEF3	0.166162839052685
ARHGEF33	0.0607743708347859
ARHGEF35	-0.0504625617281788
ARHGEF37	0.207373325402448
ARHGEF38	0.225240452418254
ARHGEF39	-0.107697538026654
ARHGEF4	0.0918236162895938
ARHGEF40	0.0417995326667807
ARHGEF5	-0.11406792473097
ARHGEF6	0.131060935056507
ARHGEF7	0.0251367119837587
ARHGEF9	-0.000902155524539797
ARID1A	0.11034771854432
ARID1B	0.224220834442462
ARID2	0.150604397945032
ARID3A	-0.0431445256111273
ARID3B	-0.126154107549196
ARID3C	0.0316306330769344
ARID4A	0.191923073715538
ARID4B	0.16992698341073
ARID5A	-0.155035345607803
ARID5B	0.358781345348971
ARIH1	0.16803740108275
ARIH2	-0.0606162831403162
ARIH2OS	-0.173796473884515
ARL1	-0.0110965200897529
ARL10	0.269248047029364
ARL11	0.0519400554149822
ARL13A	0.0475529918881813
ARL13B	0.233561963650523
ARL14	0.0253055448433168
ARL14EP	-0.046097767727902
ARL15	0.174469523603663
ARL16	-0.244690308910097
ARL17A	0.049083682939182
ARL17B	0.0292006881029079
ARL2	-0.186980052350156
ARL2BP	0.0587587382679274
ARL3	-0.183613477479839
ARL4A	0.0813127343681501
ARL4C	0.232993463781225
ARL4D	0.0317609879316958
ARL5A	0.255860469907225
ARL5B	0.328705867450378
ARL5C	-0.0357038256854993
ARL6	0.159405147876692
ARL6IP1	0.0792125973958357
ARL6IP4	-0.371419844148632
ARL6IP5	0.179667024518202
ARL6IP6	0.121219042329787
ARL8A	-0.184275497147293
ARL8B	0.14300320759093
ARL9	-0.106547275907919
ARMC1	0.343562429690964
ARMC10	-0.0326815176180835
ARMC12	-0.215865518786435
ARMC2	0.169828612179919
ARMC3	0.118441725826587
ARMC4	-0.054458957852525
ARMC5	-0.301920997831027
ARMC6	-0.258045742937879
ARMC7	-0.264379187691289
ARMC8	0.221652679051801
ARMC9	0.0124845813170844
ARMCX1	-0.0072147738063485
ARMCX2	-0.0557308048864653
ARMCX3	0.0996172305618371
ARMCX5	0.00416116798630858
ARMCX6	-0.0679812552812777
ARMH1	-0.17661712802834
ARMH3	0.0991453939574528
ARMH4	0.256331631482182
ARMS2	0.0168148073429982
ARMT1	-0.0342115504377958
ARNT	0.177549108417745
ARNT2	-0.0582024643296104
ARNTL	0.071198916843583
ARNTL2	0.205124586677531
ARPC1A	-0.127455891962044
ARPC1B	-0.105290485213775
ARPC2	0.135327005905114
ARPC3	-0.111996124366435
ARPC4	-0.13267768140154
ARPC5	0.0846682022051262
ARPC5L	-0.0935439188736572
ARPIN	0.240578723243122
ARPP19	0.0533819404358634
ARPP21	-0.00923912340214867
ARR3	-0.0328070021695823
ARRB1	-0.0204253331839725
ARRB2	-0.0482142637383099
ARRDC1	-0.181736210300399
ARRDC1-AS1	-0.268150878261432
ARRDC2	-0.161565961087344
ARRDC3	0.263992456186085
ARRDC3-AS1	0.027111345453409
ARRDC4	0.114513570221583
ARRDC5	0.0367198689489096
ARSA	-0.199776309356829
ARSB	0.248820656425787
ARSD	-0.0465319813562575
ARSF	0.0330792125488068
ARSG	-0.15598373407217
ARSH	0.113214918382267
ARSI	0.0810050889170651
ARSJ	0.206474348415632
ARSK	0.238567785015755
ART1	0.0426919322409465
ART3	0.10515909010866
ART4	0.0332735584778814
ART5	0.026017026764947
ARTN	-0.1093743806226
ARV1	-0.0607960983288566
ARVCF	-0.13519524501905
ARX	0.0272151618996454
AS3MT	-0.120719734901479
ASAH1	0.118647965824765
ASAH2	0.112153006951114
ASAH2B	0.123096781576902
ASAP1	0.438820158303661
ASAP1-IT1	0.0585475532798995
ASAP2	-0.00442107052080098
ASAP3	0.01036779218976
ASB1	0.0131881731833142
ASB10	-0.0564970140448291
ASB11	0.0607281218920239
ASB12	-0.0124448247813103
ASB13	-0.205942421139492
ASB14	0.0187726455395115
ASB15	-0.0109077734423228
ASB16	-0.205057956904299
ASB16-AS1	-0.239972970676384
ASB17	-0.00821826895465889
ASB18	0.0134568661689514
ASB2	0.0407293141764161
ASB3	0.0877443700366696
ASB4	0.0037814395587583
ASB5	-0.158179514576106
ASB6	-0.152108735777317
ASB7	0.0545702751247281
ASB8	0.0610476704249288
ASB9	0.0159795503963207
ASCC1	0.135829212180416
ASCC2	-0.140105344940555
ASCC3	0.339872862551717
ASCL1	-0.120934196436369
ASCL2	0.134865821451843
ASCL3	0.00135450000614667
ASCL4	0.133717858864039
ASF1A	0.192078118171247
ASF1B	-0.152421750998089
ASGR1	-0.142396048547173
ASGR2	0.0166783584677691
ASH1L	0.210171094807065
ASH1L-AS1	-0.16029572748841
ASH2L	-0.0824695677810107
ASIC1	-0.126566493781475
ASIC2	-0.0644070436673538
ASIC3	-0.26648790438439
ASIC4	-0.077697285599559
ASIC5	0.00836771862415653
ASIP	-0.0678096251487887
ASL	-0.167930861550674
ASMT	-0.129630788074701
ASMTL	-0.259708911855599
ASMTL-AS1	-0.217038125764878
ASNS	-0.112195170108705
ASNSD1	0.0898883147085993
ASPA	0.0201274706963314
ASPDH	-0.0298974978120514
ASPG	-0.0394955092204752
ASPH	0.394305711296981
ASPHD1	-0.24131197362212
ASPHD2	0.0454899281080849
ASPM	0.0845395199049376
ASPN	0.214691573373953
ASPRV1	-0.128487541488924
ASPSCR1	-0.32062347760017
ASRGL1	0.0701709101416331
ASS1	0.113743595386315
ASTE1	0.116908288955009
ASTL	-0.137104779370979
ASTN1	0.0463804623824013
ASTN2	-0.0859610297198587
ASXL1	0.151449519605163
ASXL2	0.282816170621929
ASXL3	0.107995939578144
ASZ1	0.0072702455296628
ATAD1	0.145376333519134
ATAD2	0.147955262772944
ATAD2B	0.233230079077969
ATAD3A	-0.253634324386672
ATAD3B	-0.206985971213049
ATAD3C	-0.108383061774131
ATAD5	0.139386633602778
ATAT1	-0.196593809356266
ATCAY	0.0418778720423957
ATE1	0.235826683784246
ATF1	0.258183657401971
ATF2	0.226063083898867
ATF3	0.175769798156858
ATF4	-0.131478879509216
ATF5	-0.187313014308276
ATF6	0.206640747787244
ATF6B	-0.0466391429775042
ATF7	0.168236442569562
ATF7IP	0.21499948948117
ATF7IP2	0.058924998360254
ATG10	-0.0246416958525842
ATG101	-0.219830399559308
ATG12	0.0524507180283916
ATG13	-0.128701458731483
ATG14	0.143301107160945
ATG16L1	0.0906753476655767
ATG16L2	-0.177468281904666
ATG2A	-0.163293294983189
ATG2B	0.213637889557985
ATG3	0.0997987453628973
ATG4A	0.144421170019948
ATG4B	-0.30543772199962
ATG4C	0.219558091790064
ATG4D	-0.419599469240733
ATG5	0.253455428099903
ATG7	0.0557163976619366
ATG9A	-0.188288170636354
ATG9B	-0.169718876934577
ATIC	0.0580107977549797
ATL1	0.0890879564213016
ATL2	0.139158209672449
ATL3	0.258597450963928
ATM	0.29525617856316
ATMIN	0.157890504642791
ATN1	-0.290208194762595
ATOH1	-0.0467878197029384
ATOH7	-0.108178554275146
ATOH8	-0.0711655313914987
ATOX1	-0.10800275792865
ATP10A	0.184499030430076
ATP10B	0.0131384269209
ATP10D	0.229170013589042
ATP11A	0.0998813752583024
ATP11AUN	-0.0676776311539991
ATP11B	0.264279663035664
ATP11C	0.297484221812656
ATP12A	0.0834748408640905
ATP13A1	-0.285693765787485
ATP13A2	-0.251909482419557
ATP13A3	0.283219077040559
ATP13A4	0.162361113076411
ATP13A5	0.186175964756901
ATP1A1	0.0560870726489702
ATP1A1-AS1	-0.182425070373837
ATP1A2	-0.0188827762403034
ATP1A3	-0.124519064474585
ATP1A4	0.0386051345454402
ATP1B1	0.0882419061353091
ATP1B2	0.0271864236702232
ATP1B3	0.0224150898997725
ATP1B4	0.0115411569720668
ATP23	-0.0394603422424927
ATP2A1	-0.183275504396835
ATP2A2	0.169605255120796
ATP2A3	-0.0660296082889325
ATP2B1	0.267458312700334
ATP2B1-AS1	0.0552360099599817
ATP2B2	-0.0109998784103837
ATP2B3	0.0757059856690947
ATP2B4	0.213038475088146
ATP2C1	0.287300504906502
ATP2C2	-0.0335114026769923
ATP4A	0.0351743878697735
ATP4B	0.0142484509270303
ATP5F1A	-0.100907281217679
ATP5F1B	-0.0924596526713882
ATP5F1C	-0.037250690440089
ATP5F1D	-0.391160924325333
ATP5F1E	-0.147316805777939
ATP5F1EP2	-0.0792108034331447
ATP5IF1	-0.30028966365036
ATP5MC1	-0.214906455595117
ATP5MC2	-0.296834697609442
ATP5MC3	-0.126885255878123
ATP5MD	-0.16374872736559
ATP5ME	-0.269121328349708
ATP5MF	-0.20879936114147
ATP5MG	-0.0581275702031011
ATP5MGL	-0.0476043402012182
ATP5MPL	-0.173297246541595
ATP5PB	-0.0636903546652067
ATP5PD	-0.233570005204361
ATP5PF	-0.0983039820694065
ATP5PO	-0.0866098869501917
ATP6AP1	-0.178272489932186
ATP6AP1L	-0.0389792510225785
ATP6AP2	0.218204664181165
ATP6V0A1	-0.0258475074622522
ATP6V0A2	0.0612920386335408
ATP6V0A4	0.194540869473827
ATP6V0B	-0.289866032849162
ATP6V0C	-0.226874639791212
ATP6V0D1	-0.0556202443142522
ATP6V0D2	0.151324818473491
ATP6V0E1	-0.112079055812894
ATP6V0E2	-0.137139963075852
ATP6V0E2-AS1	-0.0447292617102753
ATP6V1A	0.286638160256932
ATP6V1B1	-0.259505863437241
ATP6V1B2	0.14764202735254
ATP6V1C1	0.336842631500296
ATP6V1C2	0.0528346057675206
ATP6V1D	0.053998611118311
ATP6V1E1	-0.0512154202381384
ATP6V1E2	-0.112794814735297
ATP6V1F	-0.288760765216472
ATP6V1G1	-0.143217341501935
ATP6V1G2	-0.0632798389239843
ATP6V1G3	0.0221167238807498
ATP6V1H	0.0960156045207851
ATP7A	0.232682229865104
ATP7B	0.084597987271064
ATP8A1	0.0674141263377449
ATP8A2	0.177004148696222
ATP8B1	0.0754972644981151
ATP8B2	0.140461716701182
ATP8B3	-0.111684259344657
ATP8B4	0.165374093096546
ATP8B5P	-0.048558563702835
ATP9A	0.216716203146373
ATP9B	-0.0335366738469889
ATPAF1	-0.164674711601941
ATPAF2	-0.236619504343692
ATPSCKMT	0.0975725224115507
ATR	0.290575218356679
ATRAID	-0.260396212198222
ATRIP	-0.191911822015781
ATRN	0.255455445354888
ATRNL1	0.0270646660626569
ATRX	0.2625017817727
ATXN1	0.325996515849863
ATXN10	-0.0205703791340461
ATXN1L	0.214811041541807
ATXN2	-0.0361477533903301
ATXN2L	-0.181645863118294
ATXN3	0.226507328202542
ATXN3L	-0.00507134189272479
ATXN7	0.306413554511578
ATXN7L1	0.0999525636721844
ATXN7L2	-0.24176532281529
ATXN7L3	-0.137219283952826
ATXN7L3B	0.115416735505942
ATXN8OS	0.0568206095107439
AUH	0.0546558348019667
AUNIP	0.0029951880501082
AUP1	-0.303967256471812
AURKA	0.0244775589221008
AURKAIP1	-0.358356196988593
AURKAP1	0.00973839596814563
AURKB	-0.0837355372720444
AURKC	-0.12100598662332
AUTS2	0.128315898683312
AVEN	-0.0316272297445171
AVIL	-0.0110554803357333
AVL9	0.181506024193196
AVP	-0.0319769574706195
AVPI1	-0.226496103039604
AVPR1A	0.2782539419466
AVPR1B	0.0821924618162824
AVPR2	-0.109745113305701
AWAT1	-0.0491668197751992
AWAT2	0.137770253468564
AXDND1	0.0179849952095453
AXIN1	-0.200586575991911
AXIN2	-0.0220731121565903
AXL	0.242490790939046
AZGP1	-0.0497903401723319
AZI2	0.14293105426308
AZIN1	0.366462776190122
AZIN2	-0.132150150083858
AZU1	-0.199960662149686
B2M	0.0814987660771166
B3GALNT1	0.00678266076729681
B3GALNT2	0.181649920221572
B3GALT1	0.117288380847568
B3GALT2	0.193634896020865
B3GALT4	-0.270021833977473
B3GALT5	0.187649931903264
B3GALT5-AS1	0.117565306484929
B3GALT6	-0.2541732829381
B3GAT1	0.130576762853918
B3GAT2	0.0723383156917127
B3GAT3	-0.345234028367716
B3GLCT	0.171757747531231
B3GNT2	0.297765429327775
B3GNT3	0.139577800799325
B3GNT4	0.0225153994925383
B3GNT5	0.220295857494698
B3GNT6	-0.0110103119231462
B3GNT7	0.148973307190561
B3GNT8	-0.2627074898409
B3GNT9	-0.0717654056663753
B3GNTL1	-0.26016912319049
B4GALNT1	0.0320692646703157
B4GALNT2	0.113652645612936
B4GALNT3	-0.0534712598184725
B4GALNT4	-0.326744753883718
B4GALT1	0.149768643685581
B4GALT2	-0.228631248305314
B4GALT3	-0.0198901020879896
B4GALT4	0.0796579952094622
B4GALT5	0.378508270743123
B4GALT6	0.0566493334516235
B4GALT7	-0.246053711990295
B4GAT1	-0.222932559899185
B9D1	-0.208394525344836
B9D2	-0.300389590781156
BAALC	0.191427359668415
BAALC-AS2	-0.107842001413668
BAAT	-0.0293489185418168
BABAM1	-0.320299711742811
BABAM2	0.0593444577602581
BABAM2-AS1	-0.131861207695651
BACE1	0.16198371613981
BACE2	0.198639680318294
BACH1	0.405403980424025
BACH2	0.266001046281856
BAD	-0.361894414788772
BAG1	-0.329958655863653
BAG2	0.13980439803519
BAG3	-0.0539917230585241
BAG4	0.109482798220193
BAG5	0.254043674302454
BAG6	-0.258679940306487
BAGE	0.0236295623425823
BAGE2	0.210150899207647
BAHCC1	-0.00326833027435662
BAHD1	-0.113005067096599
BAIAP2	-0.335101124426173
BAIAP2-DT	-0.245020331722288
BAIAP2L1	-0.00284569732442429
BAIAP2L2	-0.130976254805859
BAIAP3	-0.0280367565173128
BAK1	-0.112820477913243
BAMBI	0.234543268217577
BANF1	-0.175736935620307
BANF2	0.00247539203152512
BANK1	0.160424039272295
BANP	-0.233481479737093
BAP1	-0.193542552138848
BARD1	0.262745784547187
BARHL1	-0.020545781746921
BARHL2	0.0380871341640934
BARX1	0.0767653978863263
BARX2	-0.0845117650011093
BASP1	-0.0389833079501421
BASP1-AS1	-0.062491802312729
BATF	-0.13722999470548
BATF2	0.0104874767364542
BATF3	0.00514247308200854
BAX	-0.255546639445006
BAZ1A	0.254444585942182
BAZ1B	0.0780472080029515
BAZ2A	0.0552880126347213
BAZ2B	0.133967912370176
BBC3	-0.278222258485713
BBIP1	-0.0641778021003615
BBOF1	0.0674526507873147
BBOX1	0.0703569735659203
BBS1	-0.0893896876999673
BBS10	0.176844254341607
BBS12	0.0465943164941753
BBS2	-0.0450856060061359
BBS4	-0.146231192227131
BBS5	-0.102223937224892
BBS7	0.0652739098400618
BBS9	0.152979128682976
BBX	0.303512924015189
BCAM	-0.259301335260307
BCAN	-0.216311915218506
BCAP29	0.102148141519876
BCAP31	-0.207010367927426
BCAR1	-0.224170427188181
BCAR3	0.0588121297470646
BCAR4	0.0380239227240608
BCAS1	-0.0698909067468051
BCAS2	0.0285495833242229
BCAS3	-0.0527032681995451
BCAS4	-0.0736758865841286
BCAT1	0.284995367013452
BCAT2	-0.387158241198753
BCCIP	0.0695559162370466
BCDIN3D	-0.0227267746051486
BCDIN3D-AS1	0.0128844720427364
BCHE	0.071028636866484
BCKDHA	-0.238127060811245
BCKDHB	0.139136977812236
BCKDK	-0.0978793746561322
BCL10	0.186853903906729
BCL11A	0.058463282239211
BCL11B	0.134450239142459
BCL2	-0.114055721608786
BCL2A1	0.1087048892377
BCL2L1	-0.0538838583274944
BCL2L10	0.000143893746926714
BCL2L11	0.188253099232464
BCL2L12	-0.168779715745821
BCL2L13	0.06815203228192
BCL2L14	0.0725564207104625
BCL2L15	0.0306863972018246
BCL2L2	0.068725183769874
BCL3	-0.126030902054089
BCL6	0.0224537631604059
BCL6B	0.0655747801119326
BCL7A	-0.0553466243781572
BCL7B	-0.244378860818402
BCL7C	-0.263483226019195
BCL9	0.120304742550877
BCL9L	0.14439242286376
BCLAF1	0.284241007261538
BCLAF3	0.237329700807408
BCO1	0.00110947297992013
BCO2	0.0195832727801259
BCOR	0.127174473247123
BCORL1	-0.0538646545838623
BCORP1	-0.0687782927906478
BCR	-0.0565900723133586
BCRP3	-0.05575732100385
BCS1L	-0.233617599533704
BCYRN1	-0.0190047760915085
BDH1	-0.183274032758404
BDH2	-0.0105813130273834
BDKRB1	0.080509091278902
BDKRB2	0.161143363829978
BDNF	-0.00402892739831574
BDNF-AS	-0.139662025580176
BDP1	0.203681172088121
BEAN1	0.17918786871293
BECN1	-0.0813998268518481
BEGAIN	-0.228276073633695
BEND2	0.00942757976868091
BEND3	0.193071810953412
BEND3P3	0.117820511139878
BEND4	0.136840732561952
BEND5	-0.14038007457578
BEND6	0.213121687237104
BEND7	0.0567748327966309
BEST1	0.158474611023982
BEST2	-0.0810091772549445
BEST3	0.0867780218281625
BEST4	-0.238973532653136
BET1	0.00504679305144728
BET1L	-0.194891710278649
BET1P1	0.0191862353698313
BEX1	-0.105036539774152
BEX2	-0.0980379352680155
BEX3	-0.171929398288759
BEX4	0.0323443182409834
BEX5	-0.0164832040766508
BFAR	0.0526382284447528
BFSP1	0.154657516245881
BFSP2	0.00951210358330972
BGLAP	-0.262719972787476
BGN	0.0613637862510633
BHLHA15	-0.0306791856889305
BHLHB9	0.0273032862761948
BHLHE22	0.197294868109641
BHLHE23	0.0302861959037876
BHLHE40	-0.0527227603268494
BHLHE41	0.127204432700883
BHMT	0.00903214771785778
BHMT2	0.14107237385637
BICC1	0.374141528146481
BICD1	0.179834943514979
BICD2	0.200396090485124
BICDL1	-0.274781149706435
BICDL2	-0.138200643452524
BICRA	-0.243387987773693
BICRAL	0.181717322230694
BID	-0.053150270822913
BIK	-0.00739166350926325
BIN1	-0.0425163687212664
BIN2	0.137606016053056
BIN3	-0.236867569695664
BIN3-IT1	0.0471371720050425
BIRC2	0.294825000635162
BIRC3	0.137094000603607
BIRC5	-0.139803577598749
BIRC6	0.29157106656866
BIRC7	0.00330150669952872
BIRC8	-0.00451302927990886
BIVM	0.0658867488152391
BLCAP	-0.0541952904694358
BLID	0.0370295280804154
BLK	0.00667464592330415
BLM	-0.00677835572992661
BLMH	0.0952582695598022
BLNK	0.110242982169257
BLOC1S1	-0.348782758573278
BLOC1S2	0.0428555515710793
BLOC1S3	-0.0583569858697855
BLOC1S4	-0.241248334615453
BLOC1S5	0.149853644507144
BLOC1S6	0.216057266463556
BLVRA	-0.145484104033784
BLVRB	-0.173476584030557
BLZF1	0.175282585132114
BMERB1	0.0552910599700719
BMF	-0.017754397843606
BMI1	0.122595337982623
BMP1	0.00227181555147742
BMP10	0.0205884225690766
BMP15	0.0688092823374377
BMP2	0.0952325301373979
BMP2K	0.336919162751192
BMP3	0.175446545837562
BMP4	0.123022848755974
BMP5	-0.0317246943509393
BMP6	0.0800498078850024
BMP7	0.189084179659732
BMP8A	0.0612737998384681
BMP8B	0.212258916695406
BMPER	-0.0145984747321581
BMPR1A	0.256580885228379
BMPR1B	-0.0826848737440729
BMPR2	0.287813755518505
BMS1	0.0803880574206337
BMS1P1	0.100526197732513
BMS1P2	0.0434221351574879
BMS1P20	0.103546192262068
BMS1P4	0.110549014974083
BMT2	0.215396234581694
BMX	0.0309890234347432
BNC1	0.0778246890315213
BNC2	0.320549394894316
BNIP1	-0.190855974411398
BNIP2	0.234743527364471
BNIP3	0.0878787775584465
BNIP3L	0.0663866694405235
BNIP5	-0.0627658035193245
BNIPL	-0.117688514994265
BOC	0.081868359169944
BOD1	-0.18973289609781
BOD1L1	0.189136528963322
BOK	-0.11776938658627
BOLA1	-0.25504157516584
BOLA2	-0.21348568507457
BOLA3	-0.156624228615065
BOLL	0.0222526186686628
BOP1	-0.0194688305151878
BORA	0.0318376581678624
BORCS5	-0.0835764447288424
BORCS6	-0.231978800283005
BORCS7	-0.00549728478363214
BORCS8	-0.266978268428223
BORCS8-MEF2B	-0.253331868478619
BPESC1	-0.111833843142855
BPGM	0.146503297636084
BPHL	-0.0464574839242914
BPI	0.0459649994034967
BPIFA1	0.0567706712498158
BPIFA2	0.063153142643313
BPIFA3	-0.0300808197414727
BPIFA4P	0.140065919467411
BPIFB1	-0.0635492745141197
BPIFB2	0.000521445728197865
BPIFB3	-0.0381050287273675
BPIFB4	-0.0409153700525012
BPIFB6	-0.0741662290133033
BPIFC	0.000421250485715548
BPNT1	0.109268267860931
BPTF	0.107264211863736
BPY2	-0.0464048997906749
BRAF	0.135661789051816
BRAP	-0.0545878019339661
BRAT1	-0.407745415867737
BRCA1	0.0501868183362141
BRCA2	0.228828225177346
BRCC3	0.217440450176179
BRD1	-0.0671889480900403
BRD2	-0.106534582410249
BRD3	0.0946322585240305
BRD3OS	-0.143933438262045
BRD4	-0.0147427740173168
BRD7	0.024020981534995
BRD7P3	-0.0125785596332785
BRD8	-0.184046865853909
BRD9	-0.189181842299043
BRDT	-0.00278864483185843
BRDTP1	0.00510964308269226
BRF1	-0.305885445885793
BRF2	-0.190015649148921
BRI3	-0.100080912163037
BRI3BP	-0.0662235469906629
BRICD5	-0.309494852324821
BRINP1	0.0334015972777817
BRINP2	-0.124518362082898
BRINP3	0.150139620550356
BRIP1	0.0294073992097224
BRIX1	0.00677844588777209
BRK1	-0.0405065518837011
BRMS1	-0.300787804484559
BRMS1L	0.296731070175941
BROX	0.303589936851187
BRPF1	-0.0836499414086672
BRPF3	0.149305809343644
BRS3	-0.0379635988977399
BRSK1	-0.280957278659563
BRSK2	-0.109734123898748
BRWD1	0.181127924298059
BRWD3	0.263574691158647
BSCL2	-0.269077340334391
BSDC1	-0.178454807137707
BSG	-0.34826570329998
BSN	-0.0552894555341901
BSND	-0.0544899088307429
BSPH1	0.045246451015082
BSPRY	0.0737358866337154
BST1	0.195409626999864
BST2	-0.113835141411461
BSX	-0.00955280590523406
BTAF1	0.301659720379934
BTBD1	0.0474194862219648
BTBD10	0.133671284025855
BTBD11	0.193016589704958
BTBD16	-0.109506605513583
BTBD17	0.0169473189735935
BTBD18	0.0605711424553817
BTBD19	0.185684628899573
BTBD2	-0.357069743633897
BTBD3	0.202390733756429
BTBD6	-0.301858888087736
BTBD7	0.250740360491657
BTBD8	0.165632529458017
BTBD9	0.0331326584867953
BTC	0.0114467654142901
BTD	0.00910739445389468
BTF3	-0.217048579078465
BTF3L4	0.0635482027821357
BTF3P11	-0.0579266297187055
BTG1	0.134975489765564
BTG2	-0.00690737159888033
BTG3	0.115394430453699
BTG4	0.0208920346929012
BTK	0.175882342201786
BTLA	0.157907809280361
BTN1A1	0.117812405244205
BTN2A1	-0.0220935779886832
BTN2A2	0.0202327740466191
BTN2A3P	0.105270385944622
BTN3A1	0.0921023210462458
BTN3A2	0.0354855665969791
BTN3A3	0.102776442565054
BTNL2	0.0401376584010518
BTNL3	0.0692056409077319
BTNL8	0.0850137306758278
BTNL9	-0.0205815948170535
BTRC	0.0329363713965565
BUB1	0.0609192178896613
BUB1B	0.0104254661668006
BUB3	-0.0352962936332997
BUD13	0.0961152289457188
BUD23	-0.277294344871359
BUD31	-0.25528346867905
BVES	0.191908287828037
BYSL	-0.115675578695069
BZW1	0.0187439343488569
BZW2	0.0982854095521792
C1D	0.00777831448496025
C1GALT1	0.116043467804519
C1GALT1C1	0.144187657003417
C1GALT1C1L	-0.026962711863905
C1QA	-0.0252277263339585
C1QB	0.0203234277654185
C1QBP	-0.0523356225162915
C1QC	0.00395322340235732
C1QL1	-0.239972018421418
C1QL2	0.0816463400982912
C1QL3	0.10528919157207
C1QL4	-0.0127183966630585
C1QTNF1	0.0120447462428419
C1QTNF12	-0.132468211588462
C1QTNF2	0.052066275937569
C1QTNF3	0.187094904436059
C1QTNF4	-0.108867827207477
C1QTNF6	0.0821050776225287
C1QTNF7	0.143221633338439
C1QTNF8	-0.0586402303447613
C1QTNF9	-0.0446806735885314
C1QTNF9B	-0.0401082352431429
C1R	0.123191137122653
C1RL	0.0340060266781715
C1RL-AS1	0.0483864291698515
C1S	0.199436450323137
C2	0.107206168239508
C2CD2	0.177878166540934
C2CD2L	0.0148521354901212
C2CD3	0.157013908877009
C2CD4A	0.189246102021493
C2CD4B	0.126699097296077
C2CD4C	-0.238083050041584
C2CD4D	-0.197854650649415
C2CD4D-AS1	0.127110784018723
C2CD5	-0.0296195908866558
C2CD6	0.146964030072416
C3	0.145516619134696
C3AR1	0.201079654238061
C3P1	-0.0202030982883552
C4A	0.0995140356614871
C4BPA	0.069435945749088
C4BPB	0.0640072947048251
C5	0.0410822504235335
C5AR1	0.139235736722027
C5AR2	-0.118390033496774
C6	0.0134022326488252
C7	0.0356719069501199
C8A	-0.0305776268655618
C8B	0.0703325085780774
C8G	-0.237668983185342
C9	0.0433858336506372
CA1	-0.0125128758089067
CA10	0.0731193737343176
CA11	-0.145769079147999
CA12	-0.0129180873102176
CA13	0.0660050900102283
CA14	-0.184285014200324
CA2	0.106834420614851
CA3	-0.040719961621718
CA4	-0.0163906515644548
CA5A	-0.0562381153846938
CA5B	0.253280455393075
CA5BP1	-0.0575820971752864
CA6	0.00758297590410552
CA7	-0.0787276932358269
CA8	0.14020311820171
