name	value
定安县	779
屯昌县	47
澄迈县	708
临高县	68
白沙黎族自治县	893
昌江黎族自治县	847
乐东黎族自治县	926
陵水黎族自治县	634
保亭黎族苗族自治县	918
琼中黎族苗族自治县	376
万州区	416
涪陵区	760
渝中区	437
大渡口区	746
沙坪坝区	497
九龙坡区	85
南岸区	593
北碚区	589
綦江区	453
大足区	216
渝北区	16
巴南区	312
黔江区	540
长寿区	734
江津区	693
合川区	797
永川区	545
南川区	975
璧山区	808
铜梁区	862
潼南区	517
荣昌区	185
开州区	635
梁平区	919
武隆区	373
城口县	785
丰都县	229
垫江县	637
忠县	691
云阳县	958
奉节县	689
巫山县	226
巫溪县	552
石柱土家族自治县	461
秀山土家族苗族自治县	271
酉阳土家族苗族自治县	328
彭水苗族土家族自治县	201
锦江区	508
青羊区	678
金牛区	714
武侯区	91
成华区	727
龙泉驿区	909
青白江区	774
新都区	972
温江区	459
双流区	362
郫都区	970
金堂县	751
大邑县	400
蒲江县	675
新津县	719
都江堰市	35
彭州市	590
邛崃市	58
崇州市	224
简阳市	465
自流井区	143
贡井区	127
大安区	54
沿滩区	798
荣县	180
富顺县	961
东区	23
西区	896
仁和区	797
米易县	299
盐边县	142
江阳区	685
纳溪区	796
龙马潭区	151
泸县	78
合江县	991
叙永县	218
古蔺县	186
旌阳区	730
罗江区	634
中江县	277
广汉市	417
什邡市	71
绵竹市	112
涪城区	394
游仙区	725
安州区	154
三台县	124
盐亭县	210
梓潼县	968
北川羌族自治县	814
平武县	321
江油市	331
利州区	974
昭化区	605
朝天区	708
旺苍县	879
青川县	314
剑阁县	52
苍溪县	317
船山区	798
安居区	598
蓬溪县	246
大英县	95
射洪市	763
东兴区	726
威远县	243
资中县	448
隆昌市	924
沙湾区	734
五通桥区	159
金口河区	820
犍为县	267
井研县	697
夹江县	649
沐川县	660
峨边彝族自治县	957
马边彝族自治县	549
峨眉山市	386
顺庆区	168
高坪区	886
嘉陵区	442
南部县	190
营山县	489
蓬安县	369
仪陇县	270
西充县	739
阆中市	505
东坡区	592
彭山区	444
仁寿县	142
洪雅县	287
丹棱县	421
青神县	846
翠屏区	315
南溪区	855
叙州区	738
江安县	791
长宁县	885
高县	669
珙县	784
筠连县	347
兴文县	560
屏山县	376
广安区	222
前锋区	52
岳池县	353
武胜县	303
邻水县	662
华蓥市	201
通川区	557
达川区	523
宣汉县	342
开江县	932
大竹县	520
渠县	436
万源市	315
雨城区	372
名山区	141
荥经县	164
汉源县	305
石棉县	155
天全县	331
芦山县	595
宝兴县	811
巴州区	607
恩阳区	290
通江县	543
南江县	301
平昌县	402
雁江区	831
安岳县	200
乐至县	40
马尔康市	196
汶川县	181
理县	909
茂县	684
松潘县	11
九寨沟县	664
金川县	690
小金县	117
黑水县	626
壤塘县	601
阿坝县	176
若尔盖县	590
红原县	132
康定市	294
泸定县	66
丹巴县	640
九龙县	928
雅江县	222
道孚县	603
炉霍县	553
甘孜县	803
新龙县	263
德格县	4
白玉县	494
石渠县	422
色达县	199
理塘县	560
巴塘县	966
乡城县	15
稻城县	876
得荣县	219
西昌市	196
木里藏族自治县	370
盐源县	246
德昌县	242
会理县	621
会东县	662
宁南县	618
普格县	551
布拖县	929
金阳县	111
昭觉县	416
喜德县	249
冕宁县	83
越西县	888
甘洛县	479
美姑县	524
雷波县	18
南明区	936
云岩区	255
花溪区	103
乌当区	776
观山湖区	10
开阳县	484
息烽县	73
修文县	730
清镇市	668
钟山区	81
六枝特区	351
水城县	658
盘州市	561
红花岗区	17
汇川区	283
播州区	958
桐梓县	444
绥阳县	727
正安县	63
道真仡佬族苗族自治县	663
务川仡佬族苗族自治县	966
凤冈县	515
湄潭县	70
余庆县	540
习水县	612
赤水市	288
仁怀市	856
西秀区	611
平坝区	928
普定县	967
镇宁布依族苗族自治县	106
关岭布依族苗族自治县	857
紫云苗族布依族自治县	297
七星关区	612
大方县	670
黔西县	143
金沙县	112
织金县	53
纳雍县	420
威宁彝族回族苗族自治县	805
赫章县	927
碧江区	625
万山区	175
江口县	93
玉屏侗族自治县	878
石阡县	381
思南县	583
印江土家族苗族自治县	358
德江县	166
沿河土家族自治县	279
松桃苗族自治县	586
兴义市	210
兴仁市	141
普安县	658
晴隆县	34
贞丰县	692
望谟县	449
册亨县	600
安龙县	705
凯里市	722
黄平县	992
施秉县	961
三穗县	916
镇远县	537
岑巩县	652
天柱县	847
锦屏县	779
剑河县	809
台江县	112
黎平县	376
榕江县	640
从江县	402
雷山县	902
麻江县	882
丹寨县	688
都匀市	935
福泉市	966
荔波县	890
贵定县	579
瓮安县	723
独山县	600
平塘县	613
罗甸县	718
长顺县	749
龙里县	331
惠水县	860
三都水族自治县	851
五华区	890
盘龙区	207
官渡区	64
西山区	358
东川区	794
呈贡区	325
晋宁区	772
富民县	650
宜良县	155
石林彝族自治县	182
嵩明县	487
禄劝彝族苗族自治县	478
寻甸回族彝族自治县	639
安宁市	254
麒麟区	757
沾益区	581
马龙区	624
陆良县	91
师宗县	419
罗平县	606
富源县	232
会泽县	221
宣威市	510
红塔区	258
江川区	420
通海县	164
华宁县	41
易门县	893
峨山彝族自治县	629
新平彝族傣族自治县	331
元江哈尼族彝族傣族自治县	859
澄江市	462
隆阳区	918
施甸县	703
龙陵县	462
昌宁县	581
腾冲市	453
昭阳区	169
鲁甸县	447
巧家县	482
盐津县	710
大关县	359
永善县	969
绥江县	366
镇雄县	2
彝良县	371
威信县	438
水富市	36
古城区	578
玉龙纳西族自治县	436
永胜县	678
华坪县	229
宁蒗彝族自治县	319
思茅区	280
宁洱哈尼族彝族自治县	334
墨江哈尼族自治县	713
景东彝族自治县	479
景谷傣族彝族自治县	554
镇沅彝族哈尼族拉祜族自治县	771
江城哈尼族彝族自治县	968
孟连傣族拉祜族佤族自治县	193
澜沧拉祜族自治县	283
西盟佤族自治县	986
临翔区	521
凤庆县	502
云县	625
永德县	268
镇康县	181
双江拉祜族佤族布朗族傣族自治县	895
耿马傣族佤族自治县	77
沧源佤族自治县	632
楚雄市	883
双柏县	331
牟定县	384
南华县	790
姚安县	970
大姚县	587
永仁县	282
元谋县	331
武定县	643
禄丰县	548
个旧市	229
开远市	220
蒙自市	83
弥勒市	202
屏边苗族自治县	818
建水县	238
石屏县	495
泸西县	701
元阳县	392
红河县	124
金平苗族瑶族傣族自治县	440
绿春县	580
河口瑶族自治县	23
文山市	218
砚山县	527
西畴县	298
麻栗坡县	845
马关县	793
丘北县	917
广南县	630
富宁县	71
景洪市	627
勐海县	865
勐腊县	892
大理市	371
漾濞彝族自治县	5
祥云县	440
宾川县	382
弥渡县	456
南涧彝族自治县	18
巍山彝族回族自治县	934
永平县	174
云龙县	767
洱源县	617
剑川县	694
鹤庆县	968
瑞丽市	384
芒市	200
梁河县	198
盈江县	709
陇川县	404
泸水市	20
福贡县	139
贡山独龙族怒族自治县	848
兰坪白族普米族自治县	590
香格里拉市	828
德钦县	612
维西傈僳族自治县	912
城关区	957
堆龙德庆区	275
达孜区	970
林周县	120
当雄县	335
尼木县	321
曲水县	712
墨竹工卡县	329
桑珠孜区	124
南木林县	230
江孜县	736
定日县	136
萨迦县	383
拉孜县	421
昂仁县	679
谢通门县	219
白朗县	784
仁布县	122
康马县	124
定结县	318
仲巴县	840
亚东县	676
吉隆县	447
聂拉木县	370
萨嘎县	566
岗巴县	435
卡若区	276
江达县	115
贡觉县	819
类乌齐县	957
丁青县	873
察雅县	328
八宿县	462
左贡县	120
芒康县	459
洛隆县	165
边坝县	719
巴宜区	117
工布江达县	743
米林县	449
墨脱县	121
波密县	124
察隅县	501
朗县	967
乃东区	351
扎囊县	977
贡嘎县	221
桑日县	368
琼结县	771
曲松县	468
措美县	866
洛扎县	952
加查县	908
隆子县	735
错那县	503
浪卡子县	820
色尼区	20
嘉黎县	735
比如县	251
聂荣县	775
安多县	594
申扎县	175
索县	382
班戈县	731
巴青县	921
尼玛县	322
双湖县	365
普兰县	731
札达县	380
噶尔县	114
日土县	22
革吉县	830
改则县	64
措勤县	530
碑林区	230
莲湖区	887
灞桥区	506
未央区	974
雁塔区	874
阎良区	617
临潼区	793
高陵区	757
鄠邑区	118
蓝田县	920
周至县	813
王益区	881
印台区	988
耀州区	938
宜君县	46
渭滨区	427
金台区	905
陈仓区	700
凤翔县	37
岐山县	445
扶风县	782
眉县	257
陇县	275
千阳县	468
麟游县	137
凤县	947
太白县	897
秦都区	366
杨陵区	496
渭城区	309
三原县	952
泾阳县	738
乾县	357
礼泉县	33
永寿县	240
长武县	234
旬邑县	570
淳化县	382
武功县	566
兴平市	315
彬州市	425
临渭区	741
华州区	774
潼关县	34
大荔县	876
合阳县	141
澄城县	283
蒲城县	926
白水县	425
富平县	454
韩城市	488
华阴市	945
宝塔区	22
安塞区	952
延长县	68
延川县	734
志丹县	531
吴起县	72
甘泉县	674
富县	332
洛川县	977
宜川县	501
黄龙县	306
黄陵县	549
子长市	195
汉台区	444
南郑区	562
城固县	468
洋县	332
西乡县	121
勉县	969
宁强县	353
略阳县	391
镇巴县	172
留坝县	256
佛坪县	285
榆阳区	791
横山区	298
府谷县	47
靖边县	953
定边县	600
绥德县	634
米脂县	791
佳县	149
吴堡县	825
清涧县	117
子洲县	641
神木市	615
汉滨区	410
汉阴县	183
石泉县	419
宁陕县	288
紫阳县	554
岚皋县	537
平利县	749
镇坪县	843
旬阳县	823
白河县	254
商州区	620
洛南县	656
丹凤县	50
商南县	639
山阳县	792
镇安县	930
柞水县	552
七里河区	953
西固区	775
安宁区	604
红古区	579
永登县	83
皋兰县	297
榆中县	23
嘉峪关市	913
金川区	872
永昌县	567
白银区	392
平川区	388
靖远县	727
会宁县	862
景泰县	634
秦州区	781
麦积区	883
清水县	593
秦安县	836
甘谷县	984
武山县	281
张家川回族自治县	284
凉州区	701
民勤县	865
古浪县	287
天祝藏族自治县	251
甘州区	990
肃南裕固族自治县	713
民乐县	153
临泽县	407
高台县	985
山丹县	572
崆峒区	779
泾川县	239
灵台县	109
崇信县	383
庄浪县	398
静宁县	378
华亭市	73
肃州区	835
金塔县	86
瓜州县	149
肃北蒙古族自治县	429
阿克塞哈萨克族自治县	82
玉门市	593
敦煌市	189
西峰区	337
庆城县	211
环县	422
华池县	412
合水县	80
正宁县	944
宁县	47
镇原县	426
安定区	930
通渭县	924
陇西县	17
渭源县	246
临洮县	996
漳县	193
岷县	544
武都区	824
成县	310
文县	389
宕昌县	33
康县	256
西和县	736
礼县	872
徽县	31
两当县	260
临夏市	190
临夏县	93
康乐县	168
永靖县	705
广河县	751
和政县	594
东乡族自治县	794
积石山保安族东乡族撒拉族自治县	857
合作市	913
临潭县	59
卓尼县	99
舟曲县	781
迭部县	345
玛曲县	139
碌曲县	143
夏河县	293
城东区	358
城西区	577
城北区	315
大通回族土族自治县	280
湟中区	404
湟源县	512
乐都区	329
平安区	892
民和回族土族自治县	40
互助土族自治县	290
化隆回族自治县	191
循化撒拉族自治县	78
门源回族自治县	959
祁连县	754
海晏县	521
刚察县	820
同仁县	507
尖扎县	842
泽库县	423
河南蒙古族自治县	962
共和县	679
同德县	953
贵德县	437
兴海县	635
贵南县	927
玛沁县	730
班玛县	286
甘德县	712
达日县	38
久治县	682
玛多县	131
玉树市	252
杂多县	821
称多县	548
治多县	313
囊谦县	568
曲麻莱县	578
自治州直辖	2
格尔木市	46
德令哈市	45
茫崖市	338
乌兰县	839
都兰县	669
天峻县	486
兴庆区	393
西夏区	223
金凤区	107
永宁县	113
贺兰县	339
灵武市	10
大武口区	71
惠农区	201
平罗县	608
利通区	464
红寺堡区	233
盐池县	441
同心县	234
青铜峡市	64
原州区	681
西吉县	29
隆德县	891
泾源县	30
彭阳县	29
沙坡头区	972
中宁县	584
海原县	485
天山区	987
沙依巴克区	913
新市区	618
水磨沟区	741
头屯河区	193
达坂城区	558
米东区	182
乌鲁木齐县	481
独山子区	83
克拉玛依区	141
白碱滩区	995
乌尔禾区	158
高昌区	178
鄯善县	763
托克逊县	34
伊州区	415
巴里坤哈萨克自治县	633
伊吾县	402
昌吉市	555
阜康市	103
呼图壁县	454
玛纳斯县	266
奇台县	731
吉木萨尔县	306
木垒哈萨克自治县	733
博乐市	159
阿拉山口市	986
精河县	185
温泉县	611
库尔勒市	255
轮台县	127
尉犁县	941
若羌县	817
且末县	210
焉耆回族自治县	905
和静县	599
和硕县	491
博湖县	529
阿克苏市	728
库车市	760
温宿县	887
沙雅县	516
新和县	453
拜城县	345
乌什县	304
阿瓦提县	202
柯坪县	59
阿图什市	236
阿克陶县	966
阿合奇县	399
乌恰县	815
喀什市	559
疏附县	17
疏勒县	207
英吉沙县	805
泽普县	688
莎车县	216
叶城县	163
麦盖提县	131
岳普湖县	892
伽师县	215
巴楚县	184
塔什库尔干塔吉克自治县	994
和田市	738
和田县	326
墨玉县	296
皮山县	388
洛浦县	507
策勒县	513
于田县	941
民丰县	12
伊宁市	217
奎屯市	442
霍尔果斯市	996
伊宁县	321
察布查尔锡伯自治县	2
霍城县	202
巩留县	72
新源县	599
昭苏县	772
特克斯县	734
尼勒克县	858
塔城市	117
乌苏市	858
额敏县	494
沙湾县	999
托里县	683
裕民县	948
和布克赛尔蒙古自治县	964
阿勒泰市	1000
布尔津县	627
富蕴县	13
福海县	894
哈巴河县	761
青河县	509
吉木乃县	830
石河子市	550
阿拉尔市	214
图木舒克市	483
五家渠市	555
北屯市	565
铁门关市	442
双河市	698
可克达拉市	20
昆玉市	737
胡杨河市	740
基隆市	136
新竹市	638
台中市	76
嘉义市	325
台南市	693
台北县	499
桃园县	130
新竹县	800
NA	69
苗栗县	320
台中县	957
南投县	826
彰化县	70
云林县	425
嘉义县	427
台南县	223
高雄县	707
屏东县	699
宜兰县	148
花莲县	212
台东县	568
澎湖县	812
北投区	49
士林区	723
内湖区	472
南港区	842
文山区	438
信义区	63
中正区	162
万华区	278
楠梓区	959
左营区	420
鼓山区	527
三民区	248
苓雅区	864
前金区	656
盐埕区	396
前镇区	242
旗津区	431
小港区	382
香港特别行政区	387
澳门特别行政区	736
